Q,max_IWV_ais,avg_landfalling_minomega
3.490326796344501,6.5838569641113285,-1.038074135509988
3.490326796344501,7.109152261834396,-1.038074135509988
5.989550570720348,7.634447559557463,-1.038074135509988
5.146905338477815,8.15974285728053,-1.038074135509988
5.331279608363351,8.685038155003598,-1.038074135509988
5.336326205861767,9.210333452726665,-1.038074135509988
18.676974525110232,9.735628750449733,-1.038074135509988
18.242682810478183,10.2609240481728,-1.038074135509988
25.969670422261867,10.786219345895868,-1.038074135509988
25.969670422261867,11.311514643618935,-1.038074135509988
25.969670422261867,11.836809941342002,-1.038074135509988
25.969670422261867,12.36210523906507,-1.038074135509988
25.969670422261867,12.887400536788137,-1.038074135509988
46.764519110367836,13.412695834511204,-1.038074135509988
219.53599924197823,13.937991132234272,-1.038074135509988
219.53599924197823,14.46328642995734,-1.038074135509988
219.53599924197823,14.988581727680407,-1.038074135509988
201.28932245352274,15.513877025403474,-1.038074135509988
201.28932245352274,16.039172323126543,-1.038074135509988
343.2049944796274,16.56446762084961,-1.038074135509988
3.137351501569598,6.5838569641113285,-1.0003122372342361
3.137351501569598,7.109152261834396,-1.0003122372342361
6.131500106121607,7.634447559557463,-1.0003122372342361
5.032247135255433,8.15974285728053,-1.0003122372342361
5.212514078288176,8.685038155003598,-1.0003122372342361
5.2155438709227635,9.210333452726665,-1.0003122372342361
8.17322433521624,9.735628750449733,-1.0003122372342361
7.820030526175341,10.2609240481728,-1.0003122372342361
10.63709692147533,10.786219345895868,-1.0003122372342361
10.63709692147533,11.311514643618935,-1.0003122372342361
10.63709692147533,11.836809941342002,-1.0003122372342361
10.63709692147533,12.36210523906507,-1.0003122372342361
10.63709692147533,12.887400536788137,-1.0003122372342361
17.932031663677403,13.412695834511204,-1.0003122372342361
72.15314971516331,13.937991132234272,-1.0003122372342361
72.15314971516331,14.46328642995734,-1.0003122372342361
72.15314971516331,14.988581727680407,-1.0003122372342361
69.9266505888086,15.513877025403474,-1.0003122372342361
69.9266505888086,16.039172323126543,-1.0003122372342361
113.69879999453437,16.56446762084961,-1.0003122372342361
2.592997632494387,6.5838569641113285,-0.9625503389584842
2.592997632494387,7.109152261834396,-0.9625503389584842
4.984864056746283,7.634447559557463,-0.9625503389584842
4.175919061360797,8.15974285728053,-0.9625503389584842
4.325510316184069,8.685038155003598,-0.9625503389584842
4.328283922339079,9.210333452726665,-0.9625503389584842
6.71078762276461,9.735628750449733,-0.9625503389584842
6.36943915035865,10.2609240481728,-0.9625503389584842
8.572472296547085,10.786219345895868,-0.9625503389584842
8.572472296547085,11.311514643618935,-0.9625503389584842
8.572472296547085,11.836809941342002,-0.9625503389584842
8.572472296547085,12.36210523906507,-0.9625503389584842
8.572472296547085,12.887400536788137,-0.9625503389584842
14.127126975519761,13.412695834511204,-0.9625503389584842
54.100008918736606,13.937991132234272,-0.9625503389584842
54.100008918736606,14.46328642995734,-0.9625503389584842
54.100008918736606,14.988581727680407,-0.9625503389584842
52.36018918215167,15.513877025403474,-0.9625503389584842
52.36018918215167,16.039172323126543,-0.9625503389584842
83.89781192340693,16.56446762084961,-0.9625503389584842
0.3200659635602662,6.5838569641113285,-0.9247884406827322
0.3200659635602662,7.109152261834396,-0.9247884406827322
0.4357308084016773,7.634447559557463,-0.9247884406827322
0.42820401293515986,8.15974285728053,-0.9247884406827322
0.4435432890739214,8.685038155003598,-0.9247884406827322
0.44459692467709744,9.210333452726665,-0.9247884406827322
0.5048183482256806,9.735628750449733,-0.9247884406827322
0.49749478975726963,10.2609240481728,-0.9247884406827322
0.5221925476321055,10.786219345895868,-0.9247884406827322
0.5221925476321055,11.311514643618935,-0.9247884406827322
0.5221925476321055,11.836809941342002,-0.9247884406827322
0.5221925476321055,12.36210523906507,-0.9247884406827322
0.5221925476321055,12.887400536788137,-0.9247884406827322
0.5648508739389684,13.412695834511204,-0.9247884406827322
0.794953367607291,13.937991132234272,-0.9247884406827322
0.794953367607291,14.46328642995734,-0.9247884406827322
0.794953367607291,14.988581727680407,-0.9247884406827322
0.7806383797442461,15.513877025403474,-0.9247884406827322
0.7806383797442461,16.039172323126543,-0.9247884406827322
0.9922290596624236,16.56446762084961,-0.9247884406827322
0.3200659635602662,6.5838569641113285,-0.8870265424069802
0.3200659635602662,7.109152261834396,-0.8870265424069802
0.4357308084016773,7.634447559557463,-0.8870265424069802
0.42820401293515986,8.15974285728053,-0.8870265424069802
0.4435432890739214,8.685038155003598,-0.8870265424069802
0.44459692467709744,9.210333452726665,-0.8870265424069802
0.5048183482256806,9.735628750449733,-0.8870265424069802
0.49749478975726963,10.2609240481728,-0.8870265424069802
0.5221925476321055,10.786219345895868,-0.8870265424069802
0.5221925476321055,11.311514643618935,-0.8870265424069802
0.5221925476321055,11.836809941342002,-0.8870265424069802
0.5221925476321055,12.36210523906507,-0.8870265424069802
0.5221925476321055,12.887400536788137,-0.8870265424069802
0.5648508739389684,13.412695834511204,-0.8870265424069802
0.794953367607291,13.937991132234272,-0.8870265424069802
0.794953367607291,14.46328642995734,-0.8870265424069802
0.794953367607291,14.988581727680407,-0.8870265424069802
0.7806383797442461,15.513877025403474,-0.8870265424069802
0.7806383797442461,16.039172323126543,-0.8870265424069802
0.9922290596624236,16.56446762084961,-0.8870265424069802
0.30274498098212055,6.5838569641113285,-0.8492646441312283
0.30274498098212055,7.109152261834396,-0.8492646441312283
0.41001039202266315,7.634447559557463,-0.8492646441312283
0.4037444021308501,8.15974285728053,-0.8492646441312283
0.4182074774096473,8.685038155003598,-0.8492646441312283
0.41916210712652524,9.210333452726665,-0.8492646441312283
0.4719149282534255,9.735628750449733,-0.8492646441312283
0.4654610166244236,10.2609240481728,-0.8492646441312283
0.48539273974041625,10.786219345895868,-0.8492646441312283
0.48539273974041625,11.311514643618935,-0.8492646441312283
0.48539273974041625,11.836809941342002,-0.8492646441312283
0.48539273974041625,12.36210523906507,-0.8492646441312283
0.48539273974041625,12.887400536788137,-0.8492646441312283
0.5189254337689492,13.412695834511204,-0.8492646441312283
0.7057464707478757,13.937991132234272,-0.8492646441312283
0.7057464707478757,14.46328642995734,-0.8492646441312283
0.7057464707478757,14.988581727680407,-0.8492646441312283
0.6944284498539308,15.513877025403474,-0.8492646441312283
0.6944284498539308,16.039172323126543,-0.8492646441312283
0.8578111298760455,16.56446762084961,-0.8492646441312283
0.30274498098212055,6.5838569641113285,-0.8115027458554763
0.30274498098212055,7.109152261834396,-0.8115027458554763
0.41001039202266315,7.634447559557463,-0.8115027458554763
0.4037444021308501,8.15974285728053,-0.8115027458554763
0.4182074774096473,8.685038155003598,-0.8115027458554763
0.41916210712652524,9.210333452726665,-0.8115027458554763
0.4719149282534255,9.735628750449733,-0.8115027458554763
0.4654610166244236,10.2609240481728,-0.8115027458554763
0.48539273974041625,10.786219345895868,-0.8115027458554763
0.48539273974041625,11.311514643618935,-0.8115027458554763
0.48539273974041625,11.836809941342002,-0.8115027458554763
0.48539273974041625,12.36210523906507,-0.8115027458554763
0.48539273974041625,12.887400536788137,-0.8115027458554763
0.5189254337689492,13.412695834511204,-0.8115027458554763
0.7057464707478757,13.937991132234272,-0.8115027458554763
0.7057464707478757,14.46328642995734,-0.8115027458554763
0.7057464707478757,14.988581727680407,-0.8115027458554763
0.6944284498539308,15.513877025403474,-0.8115027458554763
0.6944284498539308,16.039172323126543,-0.8115027458554763
0.8578111298760455,16.56446762084961,-0.8115027458554763
0.2649237811467498,6.5838569641113285,-0.7737408475797243
0.2649237811467498,7.109152261834396,-0.7737408475797243
0.3544996943857924,7.634447559557463,-0.7737408475797243
0.35091868176754004,8.15974285728053,-0.7737408475797243
0.3634894153414394,8.685038155003598,-0.7737408475797243
0.3643055418651243,9.210333452726665,-0.7737408475797243
0.40267838445014453,9.735628750449733,-0.7737408475797243
0.3981929932660983,10.2609240481728,-0.7737408475797243
0.409202165758724,10.786219345895868,-0.7737408475797243
0.409202165758724,11.311514643618935,-0.7737408475797243
0.409202165758724,11.836809941342002,-0.7737408475797243
0.409202165758724,12.36210523906507,-0.7737408475797243
0.409202165758724,12.887400536788137,-0.7737408475797243
0.42658400319072737,13.412695834511204,-0.7737408475797243
0.5388363580823831,13.937991132234272,-0.7737408475797243
0.5388363580823831,14.46328642995734,-0.7737408475797243
0.5388363580823831,14.988581727680407,-0.7737408475797243
0.5325397456653312,15.513877025403474,-0.7737408475797243
0.5325397456653312,16.039172323126543,-0.7737408475797243
0.6174860695155013,16.56446762084961,-0.7737408475797243
0.2649237811467498,6.5838569641113285,-0.7359789493039723
0.2649237811467498,7.109152261834396,-0.7359789493039723
0.3544996943857924,7.634447559557463,-0.7359789493039723
0.35091868176754004,8.15974285728053,-0.7359789493039723
0.3634894153414394,8.685038155003598,-0.7359789493039723
0.3643055418651243,9.210333452726665,-0.7359789493039723
0.40267838445014453,9.735628750449733,-0.7359789493039723
0.3981929932660983,10.2609240481728,-0.7359789493039723
0.409202165758724,10.786219345895868,-0.7359789493039723
0.409202165758724,11.311514643618935,-0.7359789493039723
0.409202165758724,11.836809941342002,-0.7359789493039723
0.409202165758724,12.36210523906507,-0.7359789493039723
0.409202165758724,12.887400536788137,-0.7359789493039723
0.42658400319072737,13.412695834511204,-0.7359789493039723
0.5388363580823831,13.937991132234272,-0.7359789493039723
0.5388363580823831,14.46328642995734,-0.7359789493039723
0.5388363580823831,14.988581727680407,-0.7359789493039723
0.5325397456653312,15.513877025403474,-0.7359789493039723
0.5325397456653312,16.039172323126543,-0.7359789493039723
0.6174860695155013,16.56446762084961,-0.7359789493039723
0.2649237811467498,6.5838569641113285,-0.6982170510282204
0.2649237811467498,7.109152261834396,-0.6982170510282204
0.3544996943857924,7.634447559557463,-0.6982170510282204
0.35091868176754004,8.15974285728053,-0.6982170510282204
0.3634894153414394,8.685038155003598,-0.6982170510282204
0.3643055418651243,9.210333452726665,-0.6982170510282204
0.40267838445014453,9.735628750449733,-0.6982170510282204
0.3981929932660983,10.2609240481728,-0.6982170510282204
0.409202165758724,10.786219345895868,-0.6982170510282204
0.409202165758724,11.311514643618935,-0.6982170510282204
0.409202165758724,11.836809941342002,-0.6982170510282204
0.409202165758724,12.36210523906507,-0.6982170510282204
0.409202165758724,12.887400536788137,-0.6982170510282204
0.42658400319072737,13.412695834511204,-0.6982170510282204
0.5388363580823831,13.937991132234272,-0.6982170510282204
0.5388363580823831,14.46328642995734,-0.6982170510282204
0.5388363580823831,14.988581727680407,-0.6982170510282204
0.5325397456653312,15.513877025403474,-0.6982170510282204
0.5325397456653312,16.039172323126543,-0.6982170510282204
0.6174860695155013,16.56446762084961,-0.6982170510282204
0.2649237811467498,6.5838569641113285,-0.6604551527524685
0.2649237811467498,7.109152261834396,-0.6604551527524685
0.3544996943857924,7.634447559557463,-0.6604551527524685
0.35091868176754004,8.15974285728053,-0.6604551527524685
0.3634894153414394,8.685038155003598,-0.6604551527524685
0.3643055418651243,9.210333452726665,-0.6604551527524685
0.40267838445014453,9.735628750449733,-0.6604551527524685
0.3981929932660983,10.2609240481728,-0.6604551527524685
0.409202165758724,10.786219345895868,-0.6604551527524685
0.409202165758724,11.311514643618935,-0.6604551527524685
0.409202165758724,11.836809941342002,-0.6604551527524685
0.409202165758724,12.36210523906507,-0.6604551527524685
0.409202165758724,12.887400536788137,-0.6604551527524685
0.42658400319072737,13.412695834511204,-0.6604551527524685
0.5388363580823831,13.937991132234272,-0.6604551527524685
0.5388363580823831,14.46328642995734,-0.6604551527524685
0.5388363580823831,14.988581727680407,-0.6604551527524685
0.5325397456653312,15.513877025403474,-0.6604551527524685
0.5325397456653312,16.039172323126543,-0.6604551527524685
0.6174860695155013,16.56446762084961,-0.6604551527524685
0.2649237811467498,6.5838569641113285,-0.6226932544767165
0.2649237811467498,7.109152261834396,-0.6226932544767165
0.3544996943857924,7.634447559557463,-0.6226932544767165
0.35091868176754004,8.15974285728053,-0.6226932544767165
0.3634894153414394,8.685038155003598,-0.6226932544767165
0.3643055418651243,9.210333452726665,-0.6226932544767165
0.40267838445014453,9.735628750449733,-0.6226932544767165
0.3981929932660983,10.2609240481728,-0.6226932544767165
0.409202165758724,10.786219345895868,-0.6226932544767165
0.409202165758724,11.311514643618935,-0.6226932544767165
0.409202165758724,11.836809941342002,-0.6226932544767165
0.409202165758724,12.36210523906507,-0.6226932544767165
0.409202165758724,12.887400536788137,-0.6226932544767165
0.42658400319072737,13.412695834511204,-0.6226932544767165
0.5388363580823831,13.937991132234272,-0.6226932544767165
0.5388363580823831,14.46328642995734,-0.6226932544767165
0.5388363580823831,14.988581727680407,-0.6226932544767165
0.5325397456653312,15.513877025403474,-0.6226932544767165
0.5325397456653312,16.039172323126543,-0.6226932544767165
0.6174860695155013,16.56446762084961,-0.6226932544767165
0.2649237811467498,6.5838569641113285,-0.5849313562009646
0.2649237811467498,7.109152261834396,-0.5849313562009646
0.3544996943857924,7.634447559557463,-0.5849313562009646
0.35091868176754004,8.15974285728053,-0.5849313562009646
0.3634894153414394,8.685038155003598,-0.5849313562009646
0.3643055418651243,9.210333452726665,-0.5849313562009646
0.40267838445014453,9.735628750449733,-0.5849313562009646
0.3981929932660983,10.2609240481728,-0.5849313562009646
0.409202165758724,10.786219345895868,-0.5849313562009646
0.409202165758724,11.311514643618935,-0.5849313562009646
0.409202165758724,11.836809941342002,-0.5849313562009646
0.409202165758724,12.36210523906507,-0.5849313562009646
0.409202165758724,12.887400536788137,-0.5849313562009646
0.42658400319072737,13.412695834511204,-0.5849313562009646
0.5388363580823831,13.937991132234272,-0.5849313562009646
0.5388363580823831,14.46328642995734,-0.5849313562009646
0.5388363580823831,14.988581727680407,-0.5849313562009646
0.5325397456653312,15.513877025403474,-0.5849313562009646
0.5325397456653312,16.039172323126543,-0.5849313562009646
0.6174860695155013,16.56446762084961,-0.5849313562009646
0.2649237811467498,6.5838569641113285,-0.5471694579252127
0.2649237811467498,7.109152261834396,-0.5471694579252127
0.3544996943857924,7.634447559557463,-0.5471694579252127
0.35091868176754004,8.15974285728053,-0.5471694579252127
0.3634894153414394,8.685038155003598,-0.5471694579252127
0.3643055418651243,9.210333452726665,-0.5471694579252127
0.40267838445014453,9.735628750449733,-0.5471694579252127
0.3981929932660983,10.2609240481728,-0.5471694579252127
0.409202165758724,10.786219345895868,-0.5471694579252127
0.409202165758724,11.311514643618935,-0.5471694579252127
0.409202165758724,11.836809941342002,-0.5471694579252127
0.409202165758724,12.36210523906507,-0.5471694579252127
0.409202165758724,12.887400536788137,-0.5471694579252127
0.42658400319072737,13.412695834511204,-0.5471694579252127
0.5388363580823831,13.937991132234272,-0.5471694579252127
0.5388363580823831,14.46328642995734,-0.5471694579252127
0.5388363580823831,14.988581727680407,-0.5471694579252127
0.5325397456653312,15.513877025403474,-0.5471694579252127
0.5325397456653312,16.039172323126543,-0.5471694579252127
0.6174860695155013,16.56446762084961,-0.5471694579252127
0.2649237811467498,6.5838569641113285,-0.5094075596494606
0.2649237811467498,7.109152261834396,-0.5094075596494606
0.3544996943857924,7.634447559557463,-0.5094075596494606
0.35091868176754004,8.15974285728053,-0.5094075596494606
0.3634894153414394,8.685038155003598,-0.5094075596494606
0.3643055418651243,9.210333452726665,-0.5094075596494606
0.40267838445014453,9.735628750449733,-0.5094075596494606
0.3981929932660983,10.2609240481728,-0.5094075596494606
0.409202165758724,10.786219345895868,-0.5094075596494606
0.409202165758724,11.311514643618935,-0.5094075596494606
0.409202165758724,11.836809941342002,-0.5094075596494606
0.409202165758724,12.36210523906507,-0.5094075596494606
0.409202165758724,12.887400536788137,-0.5094075596494606
0.42658400319072737,13.412695834511204,-0.5094075596494606
0.5388363580823831,13.937991132234272,-0.5094075596494606
0.5388363580823831,14.46328642995734,-0.5094075596494606
0.5388363580823831,14.988581727680407,-0.5094075596494606
0.5325397456653312,15.513877025403474,-0.5094075596494606
0.5325397456653312,16.039172323126543,-0.5094075596494606
0.6174860695155013,16.56446762084961,-0.5094075596494606
0.2649237811467498,6.5838569641113285,-0.47164566137370867
0.2649237811467498,7.109152261834396,-0.47164566137370867
0.3544996943857924,7.634447559557463,-0.47164566137370867
0.35091868176754004,8.15974285728053,-0.47164566137370867
0.3634894153414394,8.685038155003598,-0.47164566137370867
0.3643055418651243,9.210333452726665,-0.47164566137370867
0.40267838445014453,9.735628750449733,-0.47164566137370867
0.3981929932660983,10.2609240481728,-0.47164566137370867
0.409202165758724,10.786219345895868,-0.47164566137370867
0.409202165758724,11.311514643618935,-0.47164566137370867
0.409202165758724,11.836809941342002,-0.47164566137370867
0.409202165758724,12.36210523906507,-0.47164566137370867
0.409202165758724,12.887400536788137,-0.47164566137370867
0.42658400319072737,13.412695834511204,-0.47164566137370867
0.5388363580823831,13.937991132234272,-0.47164566137370867
0.5388363580823831,14.46328642995734,-0.47164566137370867
0.5388363580823831,14.988581727680407,-0.47164566137370867
0.5325397456653312,15.513877025403474,-0.47164566137370867
0.5325397456653312,16.039172323126543,-0.47164566137370867
0.6174860695155013,16.56446762084961,-0.47164566137370867
0.2649237811467498,6.5838569641113285,-0.43388376309795673
0.2649237811467498,7.109152261834396,-0.43388376309795673
0.3544996943857924,7.634447559557463,-0.43388376309795673
0.35091868176754004,8.15974285728053,-0.43388376309795673
0.3634894153414394,8.685038155003598,-0.43388376309795673
0.3643055418651243,9.210333452726665,-0.43388376309795673
0.40267838445014453,9.735628750449733,-0.43388376309795673
0.3981929932660983,10.2609240481728,-0.43388376309795673
0.409202165758724,10.786219345895868,-0.43388376309795673
0.409202165758724,11.311514643618935,-0.43388376309795673
0.409202165758724,11.836809941342002,-0.43388376309795673
0.409202165758724,12.36210523906507,-0.43388376309795673
0.409202165758724,12.887400536788137,-0.43388376309795673
0.42658400319072737,13.412695834511204,-0.43388376309795673
0.5388363580823831,13.937991132234272,-0.43388376309795673
0.5388363580823831,14.46328642995734,-0.43388376309795673
0.5388363580823831,14.988581727680407,-0.43388376309795673
0.5325397456653312,15.513877025403474,-0.43388376309795673
0.5325397456653312,16.039172323126543,-0.43388376309795673
0.6174860695155013,16.56446762084961,-0.43388376309795673
0.2649237811467498,6.5838569641113285,-0.3961218648222048
0.2649237811467498,7.109152261834396,-0.3961218648222048
0.3544996943857924,7.634447559557463,-0.3961218648222048
0.35091868176754004,8.15974285728053,-0.3961218648222048
0.3634894153414394,8.685038155003598,-0.3961218648222048
0.3643055418651243,9.210333452726665,-0.3961218648222048
0.40267838445014453,9.735628750449733,-0.3961218648222048
0.3981929932660983,10.2609240481728,-0.3961218648222048
0.409202165758724,10.786219345895868,-0.3961218648222048
0.409202165758724,11.311514643618935,-0.3961218648222048
0.409202165758724,11.836809941342002,-0.3961218648222048
0.409202165758724,12.36210523906507,-0.3961218648222048
0.409202165758724,12.887400536788137,-0.3961218648222048
0.42658400319072737,13.412695834511204,-0.3961218648222048
0.5388363580823831,13.937991132234272,-0.3961218648222048
0.5388363580823831,14.46328642995734,-0.3961218648222048
0.5388363580823831,14.988581727680407,-0.3961218648222048
0.5325397456653312,15.513877025403474,-0.3961218648222048
0.5325397456653312,16.039172323126543,-0.3961218648222048
0.6174860695155013,16.56446762084961,-0.3961218648222048
0.25077231268849315,6.5838569641113285,-0.35835996654645286
0.25077231268849315,7.109152261834396,-0.35835996654645286
0.3355633375897098,7.634447559557463,-0.35835996654645286
0.3321736123934339,8.15974285728053,-0.35835996654645286
0.34407285343881,8.685038155003598,-0.35835996654645286
0.34484538482464855,9.210333452726665,-0.35835996654645286
0.38116846023080325,9.735628750449733,-0.35835996654645286
0.37692266577751943,10.2609240481728,-0.35835996654645286
0.38734375985526465,10.786219345895868,-0.35835996654645286
0.38734375985526465,11.311514643618935,-0.35835996654645286
0.38734375985526465,11.836809941342002,-0.35835996654645286
0.38734375985526465,12.36210523906507,-0.35835996654645286
0.38734375985526465,12.887400536788137,-0.35835996654645286
0.40379710939123703,13.412695834511204,-0.35835996654645286
0.5100532654790777,13.937991132234272,-0.35835996654645286
0.5100532654790777,14.46328642995734,-0.35835996654645286
0.5100532654790777,14.988581727680407,-0.35835996654645286
0.5040930000355898,15.513877025403474,-0.35835996654645286
0.5040930000355898,16.039172323126543,-0.35835996654645286
0.5845017349331673,16.56446762084961,-0.35835996654645286
0.25077231268849315,6.5838569641113285,-0.3205980682707009
0.25077231268849315,7.109152261834396,-0.3205980682707009
0.3355633375897098,7.634447559557463,-0.3205980682707009
0.3321736123934339,8.15974285728053,-0.3205980682707009
0.34407285343881,8.685038155003598,-0.3205980682707009
0.34484538482464855,9.210333452726665,-0.3205980682707009
0.38116846023080325,9.735628750449733,-0.3205980682707009
0.37692266577751943,10.2609240481728,-0.3205980682707009
0.38734375985526465,10.786219345895868,-0.3205980682707009
0.38734375985526465,11.311514643618935,-0.3205980682707009
0.38734375985526465,11.836809941342002,-0.3205980682707009
0.38734375985526465,12.36210523906507,-0.3205980682707009
0.38734375985526465,12.887400536788137,-0.3205980682707009
0.40379710939123703,13.412695834511204,-0.3205980682707009
0.5100532654790777,13.937991132234272,-0.3205980682707009
0.5100532654790777,14.46328642995734,-0.3205980682707009
0.5100532654790777,14.988581727680407,-0.3205980682707009
0.5040930000355898,15.513877025403474,-0.3205980682707009
0.5040930000355898,16.039172323126543,-0.3205980682707009
0.5845017349331673,16.56446762084961,-0.3205980682707009
